"descrip"|"result"|"year"|"cohort"|"hospital"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"1"|"2022"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"1"|"2022"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"1"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"2"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"14"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"6"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"2"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"18"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"1"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"0"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"0"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"2"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"12"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"1"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"2"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"0"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"1"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"1"|"2023"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"8"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"24"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"12"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"1"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"31"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"2"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"2"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"4"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"1"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"15"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"2"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"5"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"1"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"0"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"2"|"2024"|"ffem"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"1"|"2024"|"ffem"|"Hospital C"
"Promedio  de la 1º Hb antes de la cirugía"|"18.44"|"2024"|"hdig"|"Hospital B"
"Promedio  de la 1º Hb antes de la cirugía"|"18.72"|"2025"|"hdig"|"Hospital B"
"Promedio  de la 1º Hb antes de la cirugía"|"18.98"|"2022"|"hdig"|"Hospital B"
"Promedio  de la 1º Hb antes de la cirugía"|"19.72"|"2023"|"hdig"|"Hospital B"
"Promedio  de Hb al alta en pacientes no transfundidos"|"18.703"|"2025"|"hdig"|"Hospital B"
"Promedio  de Hb al alta en pacientes no transfundidos"|"22.509"|"2022"|"hdig"|"Hospital B"
"Promedio  de Hb al alta en pacientes no transfundidos"|"20.733"|"2023"|"hdig"|"Hospital B"
"Promedio  de Hb al alta en pacientes no transfundidos"|"23.181"|"2024"|"hdig"|"Hospital B"
"Promedio  de Hb al alta en pacientes transfundidos"|"22.664"|"2023"|"hdig"|"Hospital B"
"Promedio  de Hb al alta en pacientes transfundidos"|"19.724"|"2024"|"hdig"|"Hospital B"
"Promedio  de Hb al alta en pacientes transfundidos"|"19.613"|"2022"|"hdig"|"Hospital B"
"Promedio  de Hb al alta en pacientes transfundidos"|"21.413"|"2025"|"hdig"|"Hospital B"
"Promedio  de días de estancia hospitalaria"|"9.218"|"2022"|"hdig"|"Hospital B"
"Promedio  de días de estancia hospitalaria"|"8.097"|"2023"|"hdig"|"Hospital B"
"Promedio  de días de estancia hospitalaria"|"7.306"|"2025"|"hdig"|"Hospital B"
"Promedio  de días de estancia hospitalaria"|"7.286"|"2024"|"hdig"|"Hospital B"
"Mediana de la 1º Hb antes de la cirugía"|"12.1999998092651"|"2024"|"hdig"|"Hospital B"
"Mediana de la 1º Hb antes de la cirugía"|"12.3000001907349"|"2025"|"hdig"|"Hospital B"
"Mediana de la 1º Hb antes de la cirugía"|"13.3500003814697"|"2022"|"hdig"|"Hospital B"
"Mediana de la 1º Hb antes de la cirugía"|"13.3999996185303"|"2023"|"hdig"|"Hospital B"
"Mediana de Hb al alta en pacientes no transfundidos"|"10.8999996185303"|"2025"|"hdig"|"Hospital B"
"Mediana de Hb al alta en pacientes no transfundidos"|"30.3999996185303"|"2022"|"hdig"|"Hospital B"
"Mediana de Hb al alta en pacientes no transfundidos"|"14.8000001907349"|"2023"|"hdig"|"Hospital B"
"Mediana de Hb al alta en pacientes no transfundidos"|"30.75"|"2024"|"hdig"|"Hospital B"
"Mediana de Hb al alta en pacientes transfundidos"|"30.3500003814697"|"2023"|"hdig"|"Hospital B"
"Mediana de Hb al alta en pacientes transfundidos"|"11.3999996185303"|"2024"|"hdig"|"Hospital B"
"Mediana de Hb al alta en pacientes transfundidos"|"11.8000001907349"|"2022"|"hdig"|"Hospital B"
"Mediana de Hb al alta en pacientes transfundidos"|"29.1000003814697"|"2025"|"hdig"|"Hospital B"
"Mediana de días de estancia hospitalaria"|"6.205"|"2022"|"hdig"|"Hospital B"
"Mediana de días de estancia hospitalaria"|"5.617"|"2023"|"hdig"|"Hospital B"
"Mediana de días de estancia hospitalaria"|"5.003"|"2025"|"hdig"|"Hospital B"
"Mediana de días de estancia hospitalaria"|"5.321"|"2024"|"hdig"|"Hospital B"
"Valor de Hb previo a la transfusión (promedio)"|"18.591"|"2022"|"hdig"|"Hospital B"
"Valor de Hb previo a la transfusión (promedio)"|"14.147"|"2023"|"hdig"|"Hospital B"
"Valor de Hb previo a la transfusión (promedio)"|"19.955"|"2025"|"hdig"|"Hospital B"
"Valor de Hb previo a la transfusión (promedio)"|"20.526"|"2024"|"hdig"|"Hospital B"
"Valor de Hb previo a la transfusión (mediana)"|"12.1999998092651"|"2022"|"hdig"|"Hospital B"
"Valor de Hb previo a la transfusión (mediana)"|"8.39999961853027"|"2023"|"hdig"|"Hospital B"
"Valor de Hb previo a la transfusión (mediana)"|"12"|"2025"|"hdig"|"Hospital B"
"Valor de Hb previo a la transfusión (mediana)"|"12.3999996185303"|"2024"|"hdig"|"Hospital B"
"Prevalencia anemia preoperatoria (Hb<13) en %"|"42.55"|"2024"|"hdig"|"Hospital B"
"Prevalencia anemia preoperatoria (Hb<13) en %"|"49.53"|"2025"|"hdig"|"Hospital B"
"Prevalencia anemia preoperatoria (Hb<13) en %"|"46.43"|"2022"|"hdig"|"Hospital B"
"Prevalencia anemia preoperatoria (Hb<13) en %"|"40.74"|"2023"|"hdig"|"Hospital B"
"% de pacientes tratados postoperatoriamente con hierro IV"|"60.98"|"2022"|"hdig"|"Hospital B"
"% de pacientes tratados postoperatoriamente con hierro IV"|"78.26"|"2023"|"hdig"|"Hospital B"
"% de pacientes tratados postoperatoriamente con hierro IV"|"66.67"|"2024"|"hdig"|"Hospital B"
"% de pacientes tratados postoperatoriamente con hierro IV"|"80.28"|"2025"|"hdig"|"Hospital B"
"% de pacientes transfundidos con Hb < 8 g/dl"|"0"|"2022"|"hdig"|"Hospital B"
"% de pacientes transfundidos con Hb < 8 g/dl"|"0"|"2023"|"hdig"|"Hospital B"
"% de pacientes transfundidos con Hb < 8 g/dl"|"0"|"2025"|"hdig"|"Hospital B"
"% de pacientes transfundidos con Hb < 8 g/dl"|"0"|"2024"|"hdig"|"Hospital B"
"% de transfusiones de una sola unidad de hematíes"|"26.67"|"2022"|"hdig"|"Hospital B"
"% de transfusiones de una sola unidad de hematíes"|"15"|"2023"|"hdig"|"Hospital B"
"% de transfusiones de una sola unidad de hematíes"|"31.03"|"2025"|"hdig"|"Hospital B"
"% de transfusiones de una sola unidad de hematíes"|"20"|"2024"|"hdig"|"Hospital B"
"Tasa de transfusión (hematíes)"|"37.037"|"2023"|"hdig"|"Hospital B"
"Tasa de transfusión (hematíes)"|"51.724"|"2022"|"hdig"|"Hospital B"
"Tasa de transfusión (hematíes)"|"37.19"|"2024"|"hdig"|"Hospital B"
"Tasa de transfusión (hematíes)"|"37.419"|"2025"|"hdig"|"Hospital B"
"Índice de transfusión (hematíes)"|"2.933"|"2022"|"hdig"|"Hospital B"
"Índice de transfusión (hematíes)"|"3.65"|"2023"|"hdig"|"Hospital B"
"Índice de transfusión (hematíes)"|"3.034"|"2025"|"hdig"|"Hospital B"
"Índice de transfusión (hematíes)"|"2.222"|"2024"|"hdig"|"Hospital B"
"Índice total de transfusión (hematíes)"|"1.517"|"2022"|"hdig"|"Hospital B"
"Índice total de transfusión (hematíes)"|"1.352"|"2023"|"hdig"|"Hospital B"
"Índice total de transfusión (hematíes)"|"1.135"|"2025"|"hdig"|"Hospital B"
"Índice total de transfusión (hematíes)"|"0.826"|"2024"|"hdig"|"Hospital B"
"Índice total de transfusión (plaquetas)"|"0.046"|"2022"|"hdig"|"Hospital B"
"Índice total de transfusión (plaquetas)"|"0.009"|"2023"|"hdig"|"Hospital B"
"Índice total de transfusión (plaquetas)"|"0.039"|"2025"|"hdig"|"Hospital B"
"Índice total de transfusión (plaquetas)"|"0.066"|"2024"|"hdig"|"Hospital B"
"Índice total de transfusión (plasma)"|"0.017"|"2024"|"hdig"|"Hospital B"
"Índice total de transfusión (plasma)"|"0.046"|"2022"|"hdig"|"Hospital B"
"Índice total de transfusión (plasma)"|"0.009"|"2023"|"hdig"|"Hospital B"
"Nº reingresos 30 días"|"5"|"2022"|"hdig"|"Hospital B"
"Nº reingresos 30 días"|"9"|"2023"|"hdig"|"Hospital B"
"Nº reingresos 30 días"|"8"|"2024"|"hdig"|"Hospital B"
"Nº reingresos 30 días"|"8"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"92"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"117"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"129"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"163"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"2"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"1"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"2"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"3"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"1"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"3"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"0"|"2022"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"3"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"1"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"2"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"3"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"1"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"1"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"1"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"0"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"0"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"1"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"1"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"1"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"0"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"4"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"0"|"2023"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"2"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"2"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"3"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"2"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"1"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"1"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"1"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"0"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"0"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"1"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"1"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"1"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"1"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"1"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"1"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"4"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"0"|"2024"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"4"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"2"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"2"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"1"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"2"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"2"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"1"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de localización quirúrgica)"|"0"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección de origen desconocido)"|"0"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección del tracto urinario)"|"3"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Infección sanguínea Conf.Lab)"|"3"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Neumonía)"|"1"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Paro cardíaco)"|"0"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Ruptura anastomótica)"|"2"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (SDRA)"|"0"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Sangrado gastrointestinal)"|"2"|"2025"|"hdig"|"Hospital B"
"Nº episodios con complicaciones postoperatorias a 30 días (Íleo paralítico)"|"0"|"2025"|"hdig"|"Hospital B"
"Promedio  de la 1º Hb antes de la cirugía"|"10.3"|"2023"|"hdig"|"Hospital C"
"Promedio  de la 1º Hb antes de la cirugía"|"11.9"|"2024"|"hdig"|"Hospital C"
"Promedio  de Hb al alta en pacientes transfundidos"|"10"|"2024"|"hdig"|"Hospital C"
"Promedio  de Hb al alta en pacientes transfundidos"|"8.4"|"2023"|"hdig"|"Hospital C"
"Promedio  de días de estancia hospitalaria"|"14.149"|"2023"|"hdig"|"Hospital C"
"Promedio  de días de estancia hospitalaria"|"66.146"|"2024"|"hdig"|"Hospital C"
"Mediana de la 1º Hb antes de la cirugía"|"10.3000001907349"|"2023"|"hdig"|"Hospital C"
"Mediana de la 1º Hb antes de la cirugía"|"11.8999996185303"|"2024"|"hdig"|"Hospital C"
"Mediana de Hb al alta en pacientes transfundidos"|"10"|"2024"|"hdig"|"Hospital C"
"Mediana de Hb al alta en pacientes transfundidos"|"8.39999961853027"|"2023"|"hdig"|"Hospital C"
"Mediana de días de estancia hospitalaria"|"14.149"|"2023"|"hdig"|"Hospital C"
"Mediana de días de estancia hospitalaria"|"66.146"|"2024"|"hdig"|"Hospital C"
"Valor de Hb previo a la transfusión (promedio)"|"7.8"|"2023"|"hdig"|"Hospital C"
"Valor de Hb previo a la transfusión (promedio)"|"7.5"|"2024"|"hdig"|"Hospital C"
"Valor de Hb previo a la transfusión (mediana)"|"7.80000019073486"|"2023"|"hdig"|"Hospital C"
"Valor de Hb previo a la transfusión (mediana)"|"7.5"|"2024"|"hdig"|"Hospital C"
"Prevalencia anemia preoperatoria (Hb<13) en %"|"100"|"2023"|"hdig"|"Hospital C"
"Prevalencia anemia preoperatoria (Hb<13) en %"|"100"|"2024"|"hdig"|"Hospital C"
"% de pacientes tratados postoperatoriamente con hierro IV"|"100"|"2023"|"hdig"|"Hospital C"
"% de pacientes tratados postoperatoriamente con hierro IV"|"100"|"2024"|"hdig"|"Hospital C"
"% de pacientes transfundidos con Hb < 8 g/dl"|"100"|"2023"|"hdig"|"Hospital C"
"% de pacientes transfundidos con Hb < 8 g/dl"|"100"|"2024"|"hdig"|"Hospital C"
"% de transfusiones de una sola unidad de hematíes"|"0"|"2023"|"hdig"|"Hospital C"
"% de transfusiones de una sola unidad de hematíes"|"0"|"2024"|"hdig"|"Hospital C"
"Tasa de transfusión (hematíes)"|"100"|"2023"|"hdig"|"Hospital C"
"Tasa de transfusión (hematíes)"|"100"|"2024"|"hdig"|"Hospital C"
"Índice de transfusión (hematíes)"|"2"|"2023"|"hdig"|"Hospital C"
"Índice de transfusión (hematíes)"|"15"|"2024"|"hdig"|"Hospital C"
"Índice total de transfusión (hematíes)"|"2"|"2023"|"hdig"|"Hospital C"
"Índice total de transfusión (hematíes)"|"15"|"2024"|"hdig"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"1"|"2023"|"hdig"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (overall)"|"1"|"2024"|"hdig"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Arritmia)"|"0"|"2023"|"hdig"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Daño miocárdico después Cirg.NoCardíaca)"|"0"|"2023"|"hdig"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Delirium)"|"0"|"2023"|"hdig"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Edema pulmonar cardiogénico)"|"0"|"2023"|"hdig"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Embolia pulmonar)"|"0"|"2023"|"hdig"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Enfermedad venosa profunda)"|"0"|"2023"|"hdig"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Eventos adversos rel. transfusión)"|"0"|"2023"|"hdig"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Fallo renal agudo)"|"0"|"2023"|"hdig"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Hemorragia postoperatoria)"|"0"|"2023"|"hdig"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Ictus)"|"0"|"2023"|"hdig"|"Hospital C"
"Nº episodios con complicaciones postoperatorias a 30 días (Infarto agudo de miocardio)"|"0"|"2023"|"hdig"|"Hospital C"
